Komentar,Kategori
"rinz di mid by1 lawan granger ngapain kocak.
itu sutsujin juga udah darah setitik lgi malah balik shadow kedepan IDIETT ANJG.",Bullying
Ripuhhh si FA MH meni eweh NU nyantet si fa,Non-bullying
Rombongan anak babi..bangsatt,Bullying
Rombongan bangsatttt,Bullying
RRQ gk butuh fans karbitan kek elu 😏,Non-bullying
RRQ gk butuh fans karbitan kek elu 😏,Non-bullying
Rrq gk pernah belajar dari kesalahan draft pick,Non-bullying
RRQ GOBLOK bikin emosi fans mulu.milih roster yg ada mental yg garang jngan kek bocil2 kalem gini,Bullying
RRQ HILANG ARAH KEN WKWK RINZ NGANTUK,Non-bullying
"Rrq kalah, ke sini jawabnya",Non-bullying
RRQ KEBAYAKAN GENGSI BGST,Bullying
rrq mau fokus m7 adik2 kingdom,Non-bullying
Rrq rrq adeh kenapa melempem begini,Non-bullying
"rrq sejak jaman dulu emang selalu allout diawal gk sih? lebih kayak awal awal game terlalu make semua strategi ,alhasil pas deket deket final strategi hampir kebaca semua ,,btw gw gk tau ya kalau di team team besar systemnya emang diliat bgt nih dan dicatat semua strategi,kebiasan, dan pola musuh atau cuman """"nih lu main bebas"""" aja kata pelatihnya ,,tapi pastilah ya semua ada yang atur ,",Non-bullying
"Rrq selalu nglepasin hero power musuh, dan saya happy wkwkw",Non-bullying
rrq simpen power buat mpl s15 mahal mahal,Non-bullying
rrq skrg g kaya rrq dulu bagus. mainnya. hemm..,Non-bullying
Rrq skrng tidak sebagus jaman lemon tuturu dkk n bang xinn vyn dkk...sama TLID aja kalah  pdhl tim baru di MPL season ini...pemilihan hero itu2 aja....pdhl banyak hero,Non-bullying
RRQ TAI,Bullying
Ruksak di bikin lawak😢,Non-bullying
Rupa manusia tapi hatinya iblis,Bullying
Ruwet banget,Non-bullying
"S Agus kalau mau pulang ke Aceh bwa duit donasi ,pas uang donasi abis di Aceh ,nanti tkut nya s Agus di tinggalin istri nya awal loh Agus hati²😢",Non-bullying
sabar bro dia kan yg di video bukan golongan manusia ... hanya se onggok tai di kasih nyawa,Bullying
SADAR DIRI KAU JANGAN JADI ANAK GOBLOK,Bullying
Saf udh jelek gatau diri naudzubillah,Bullying
Safno anjing,Bullying
safno asu,Bullying
safno bego!,Bullying
"Safno goblok 😂 lu tinggal duduk anteng, aset ja atas nma lu. Ywdalah emang gk tw bersyukur ja 😂",Bullying
safno goblok udah enak hidupnya malah selingkuh GOBLOKK,Bullying
Safno ni cen ASU.. Ndlogok jaran😡😡😡,Bullying
"Safno safno, saraf mu memang wes keno!!! (GILA)!!! laki2 gatau diri, dah digaji sama istri masih juga selingkuh hadehh, tuh 800juta nya buat perbaiki saraf mu no!!!",Bullying
"safno sinting, semangat ka Dilan semoga makin sukses",Bullying
"Safno tidak milih celap celup ke beberapa cewek itu bukti safno mau menerima apa adanya, seperti Dylan juga tidak milih cowok ganteng tapi mau dinikahi dan dicelupi Safno ya begitu adanya. Yg penting ada kepuasan. Intinya jadi cewek jangan kebaperan merasa the best dinikahi cowok biasa"" saja, dan jadi cowok biasa"" aja juga juga jangan kepedean dapat nikahi cewek cantik trus bisa tebar benih ke cewek"" jelek lainnya ya ... Hehe. Lelaki yang biasa disajikan makanan hiegenis di rumah, justru some Times pengin cobain jajanan pasar di street food yang jorok juga.

Kenapa Dylan bucin ke Safno, bisa jadi karena Otong Safno besar panjang perkasa yang bisa puaskan di ranjang kan?❤",Non-bullying
Safnovian bego bgt selingkuhin istri yg udah nafkahin elu eh mokondo bgt egeeee,Bullying
sakit bgt co liat RRQ kalah kek gapernah bljr dri ksalahan di ulang trs,Non-bullying
"Sakit walaupun pakai BPJS tetap ada biaya di luar pengobatan, seperti transportasi, ada obat yang harus di beli di luar obatnya yg ditanggung oleh BPJS , tranportasi bolak balik ke rumah sakit",Non-bullying
"SALAH APA MEREKA SAMA MU LUCKNUT 
IBLIS SAJA TIDAK SPERTI KAU
AZAZIL TERTAWA LIHAT KAU JAH4N4M...
BUANG MANUSIA LUCKNUT INI 
HAPUS KEWARGANEGARAAN WNI NYA...
HARUSSSSSS...!!!!
WAJIB...
Serang mereka habis2 an... sampai mati karakternya...
Bully...
Apa nama IG mereka..",Bullying
"Salah fokus sama tasbihnya, okelah kalau dipakai dzikir selama podcast berlangsung, tapi selama podcast kenapa tasbihnya nggak gerak 😂",Non-bullying
"Salah lawan bg maliki kayak ny, malah lawan cowok banci gitu😅",Bullying
Salah nolong orang kali yah,Non-bullying
"salah, setan itu sifat bukan makhluk",Bullying
"Salahin lagi tuh coach😂, dikira bisa ban semua hero",Non-bullying
Salam dprd Malaysia perminat RRQ😢ya lawan Malaysia mesti aku dukung Malaysia la.tapi coach no respect hero sky n innocent.apa2 terjadi semoga yg menang m6 nanty Malaysia atau Indonesia 😊🤲,Non-bullying
Salfok am mimik om Dedy yang pura2 bego di depan FA😭,Bullying
salut banget sama dilan😭🫶🏻 cewe2 wajib contoh menurutku karna sampai kapanpun gada yang bisa nginjek2 hrga diri kita even dia bisa say thanks buat cewe2 yg speak up tentang si sapno. Dan menurut aku 800jt gak sebanding sama seumur hidup. InsyaAllah setelah ini Allah ganti semuanya dgn rezeki yang lancar dan kehidupan yang jauh lebih bahagia. dan bagi cowo gak modal gtu 800jt pasti bakal lenyap dalam sekejap karna dia terima instan aja tanpa tau gmna keringetnya nyari uang. Orang yang dpt uang gampang pasti gampang jg ilangnya uang tsb wkwk semangat dilankuu❤,Non-bullying
"salut bgt sm dilan nih bener bener keren bgt ga menye menye jadi cewe, SEMANGATTTT BONTOTTTT🔥🔥🔥🔥🔥🔥",Non-bullying
Salut buat teh novi dan bang densu,Non-bullying
Salut sama bang densu&teh novy ga pukulin agus sekeluarga😭😁,Non-bullying
Salut sama maliki.. mewakili anak Indonesia yang benci Si Anj😂,Bullying
"sama bang, maliki bahkan belum mengeluarkan pukulan terbaiknya🗿",Non-bullying
Sama gua aja ayo ah,Non-bullying
Sama Lucinta luna juga kalah tu,Non-bullying
Sama sama gak bisa tinju nih 😂,Non-bullying
"Sama, gua kira cuma highlight ternyata fullfight",Non-bullying
Sama2 bilang taiiiii,Bullying
"Same doh, aku pun fans berat RRQ dari zaman tuturu lagi, tapi demi tanah air sendiri relah tinggal kan Rrq dan sokong SRG,",Non-bullying
"Sampai hongkong britanya kak dany ,buat teh novi sabar yaa, keluarganya kaya riweh  ,namanya uang donasi harus amanah jangan foya2",Non-bullying
Sampe kapan pun rrq ga bakal juara dunia hanya Jagain Piala doang,Non-bullying
"Sampe sini paham gimana yak,, intinya kan ttp aja bayarin rmh 98jt ttp ngelak ini itu ya tau bentuk terimakasih Agus dll ttp aja teh Novi kasih info bener dong org disini semua bisa paham lah😅",Non-bullying
Sampe sini tau kan ya kenapa sampe di siram air keras??,Non-bullying
samsak berjalan blok,Bullying
sang raja sebenernya itu oNic gaes...,Non-bullying
"sangat bahagia pas maliki bilang ""kaya becong dia""😂",Bullying
"Sangat jelas pagan roma pengiman buta tidak bisa bedakan moral rusak salah dengan benar, klw islam sudah jelas, mau gelar ulamapun klw bermoral buruk pasti di kecam, lah ini, sudah jelas mereka moral lebih rusak dari htewan tetep skeptis dengan iman buta, padahal sudah jelas dukungan seluruh negara dunia yg menggunakan hati nurani, pasti make sense dengan kebenaran tuhan",Non-bullying
"Sangat menikmati pembawaan cerita dilan yang mantap, kuat, gila densu smp puyeng pegang kepala 😅😂 DILAN LU BAKAL HAPPY, SUKSES DAN SEHAT krn lu langsung eksekusi hal borok di hidup mu",Non-bullying
sangat tolol dan kebanyakan flexing. potret masa depan Indonesia.  mengsedihkan😢,Bullying
Santria ngapain dah?,Non-bullying
Sapa yang salfok sm tato baru bang densu 😂,Non-bullying
Sapa yg percya Alloh SWT masuk sini📍,Non-bullying
"Sapno memang ""Sarape Keno"". Ikutan greget bgt...Semangat Dilan ❤",Bullying
"sapno tolol, kurang apa si dilan anjirrrrrr",Bullying
"saran aja gue sebagai nama satria pen demo adehh malu2in nama satria aja,  si melatir  maen tinju kek begitu rusak² ganti nama aja dahh ga cocok pke nama satria dan jangan pke  tato doang banyakin ampe pantat ga pantes aja bang melatir.",Non-bullying
"Satri ke wasit ""sorry ya aku mabok, dis is cokil cowok dekil"" 🗿🗿🗿",Non-bullying
"satria : sory ya gua bonyok,
this is conyok (cowo bonyok)",Non-bullying
Satria Anzink babbbiiii setannn,Bullying
Satria ayam kesurupan,Non-bullying
Satria banci ternyata,Bullying
Satria brantemnya kaya wibu,Non-bullying
Satria cocoknya lawan paris,Non-bullying
"Satria ending jomok bjir, untung maliki menghindar",Bullying
Satria kaya cengcorang ajg,Bullying
Satria kek tantrum anj 😂 gk cocok dia boxing cok,Bullying
Satria lawan cewek jga kalah pasti,Non-bullying
Satria lg mabok keknya asw,Bullying
Satria mahatir press random button,Non-bullying
"Satria Mahatir,jurus kunyuk melempar buah😂😂",Bullying
satria mau attakck malah kepencet emot mulu 😅,Non-bullying
Satria mending mma aja deh ma gua 😊. Ga cocok dia boxing😊. Mma lah 😊,Non-bullying
"satria mungkin kalah, tapi bisa jadi dia menang, soal ngewe",Bullying
"Satria pake pukulan seribu, justrus andalan wkt kecil tuh.",Non-bullying
satria suruh main topeng monyet aja,Bullying
SATRIA TAI,Bullying
"Satria ternyata gak kosong"" amat",Non-bullying
Satria tololl bangettt😊,Bullying
Satria vs Maliki kek bocah semua,Non-bullying
satria wkwkwkw udah kayak kunyuk keracunan,Bullying
Satria: Sorry ya aku kalah this is cogil😅,Bullying
satu kata : ANJING..!!!,Bullying
"Satu kata buat anak2 ini yaitu ASU.. Giliran dilaporin kepolisi mah lada mewek, dasar anak2 ga punya etika.
Makan tuh sanksi, sanksi sosial, sanksi publik, sanksi hukum juga. Makan tuh sanksi. PUAS!!!",Bullying
"Satu kata buat FARHAT...."" TAI """,Bullying
Satu kata utk kak dilan .dia cewe kuat .smart dan cerdas .tmbh smngt kk .❤,Non-bullying
"Satunya boxing, yg satu Nge Reog",Non-bullying
"Saya baru tau sekarang, tadinya cewek jelek itu ada terus di beranda, saya biarkan saja males.. eh karena penasaran... Ternyata M0000NY3333T... ☹️",Bullying
Saya biging juga Wawa🤭🤣🤣,Non-bullying
Saya bukan orang yayasan juga gak dukung si buta,Bullying
Saya gk tau pasti. tapi saya yakin mreka non muslim gila,Bullying
Saya mau masuk vidio ini cm mau bilang tae...🤣🤣🤣,Bullying
"Saya menanti alasan apalagi yang dikasih kingdom 😂

Coach kah? Pause kah? Lepas hilda kah? 🤣 menang dipuji kalah cari alesan ini itu",Non-bullying
"Saya menduga anak2 ini juga berhalusinasi dan berfantasi di perkosa tentara Israel!?
Ya nak yaaa?
Anak2 hebat... Anak2 free will
Cobalah wisata religius ke Israel sana, pasti kalian makin tercerahkan dengan berhalusinasi memakan bangkai anjing2 dan kucing2 kelaparan yang ada di Palestina!",Bullying
Saya menyoroti apa benar luka karena tindakan kriminal tidak dicover bpjs? Bukankah bpjs adalah bentuk asuransi. Mohon pencerahannya yg menguasai hal ini.,Non-bullying
Saya mohon maaf dari perawat RSJ mereka itu pasien yg dipasung lepas dari pasangannya,Bullying
"Saya pernah bolak-balik Berobat & Operasi besar di RSCM pake BPJS menurut sy pelayanannya sangat baik & dokter""nya jg profesional.. sepertinya gak mungkin  sekelas RSCM menolak pasien untuk jalur Umum hmm.. patut dipertanyakan ke RSCM apa benar adanya penolakan seperti pernyataan ini?..",Non-bullying
Saya salut bngt dg sikap Dilan.tidak. semua perempuan bisa tegar spti itu.mungkin termasuk sy.s3orang perempuat hrs mempunyai sikap yg tegas.hrs punya skill.biar bisa menatap masa ke depan dg pasti dan mandiri.cuman satu minggu dia meratapi masalah yh sangat besar.stlh itu dia cepat bangkit lgi.,Non-bullying
"Saya termasuk orang yg mengikuti kasus ini dr awal, sumpah geli denger omongan FA. Gimana bisa seorang laki2 merdeka tanpa tekanan dr siapapun, bisa memilintir memutar balikkan fakta seperti ini. Menjijikkan 🤮",Bullying
"SAYA TUNGGU KEPASTIANYA PARA PENEGAK HUKUM 2X 24 JAM KALAU TIDAK DI TINDAK, TERPAKSA LASKAR JIHAD AKAN MENCARI DAN MEMBURUNYA.. SEBAB INI SUDAH TERMASUK HALAL DI MUSNAHKAN",Non-bullying
Saya yakin Wawa ini jujur😂,Non-bullying
Sayang Cangcorang_nya nyerah 🤣,Non-bullying
sblm dia nikahh aku udh liat dia difyp yg suka cerita2 randomm.. jdiiiiii lu safnoo g ush berpikirann bahwa dilan sm lo jdi naikk nggakkk yaaa aku udh liat dilan dr lama and kaget dia nikah sm lu saf.. jelekk,Non-bullying
"Sbnr pihak novi minta bukti brp jumlh yg masuk utk pertanggung jawabn ny kpd donatur, tp saat di cek trnyata ad uang yg di gunakn utk byr hutang dn di bagi2 ke rek saudara ny..dr sru mk pihak novi minta agar uang di kelola yayasan agar bnr2 maksimal utk pengobatan Agus..nmun trnyata mlh pihak novi di laporkan, ini yg jd maslh ny..",Non-bullying
"SDM nya org indo itu tinggi,tapi ketika berhubungan dengan uang langsung jadi budak rendahnya SDM menyelimuti otak pikiran serakah kayak pohon pisang punya jantung tapi gak punya hati,Belajar bersyukur itu mudah yg susah itu manusianya sendiri,dapat bantuan bukannya bersyukur malah berkelit nyusahin org yg ngebantu,😢",Non-bullying
Se imut ini se lucu ini harus menderita akhhh anjing emang 😂,Bullying
Se indonesia tau FA Kalau u mental tempeeeeeeeeeee LOL😂,Bullying
"Sebagai anak babi,kalian mungkin terlindungi dari hukum,tetapi kalian adalah babi",Bullying
Sebagai salah satu donatur yang tidak seberapa .. saya sangat amat tidak ikhlas uang saya disalahgunakan agusss dan keluarga gombelnya..,Bullying
Sebaik nya mbak novi besok kalau ada donasi TF nya ke ATM mbak aja jd Bsa dikasih langsung dri pada kayak gini kan dari lihat muka istri dan wawanya kayak gimna gitu pasti bakal.habis ni buat dia aja,Non-bullying
Sebel bgt ngejelasinnya sambil cungar cengir!,Non-bullying
"SEBEL GUA NGDENGER SI AGUS NGOMONG, LEBAY",Bullying
SEBELUMNYA TERIMAKASIH BUAT MOONTON YG UDAH NGASIH SKIN CLOUDE M6 DI AWAL. JADI GAK PERLU CAPEK CAPEK JADI JUARA😊😊,Non-bullying
"Sebenarnya apa yg dikatakan Farhat itu benar sih. 
Kali ini dia benar. 

Malah nak Deddy belagak ngga paham atau mau mencoba mengolok ngolok narasumber?? . 
Harusnya bantu luruskan bhw yg bnr itu Agus. 
Nopi ngga bnr tarik uang sumbangan yg ada di REKENING AGUS. DGN DIALIHKAN KEYAYASAN.",Non-bullying
Sebenarnya intinya menurut pandangan saya memang harusnya uang bantuan dikelola oleh yayasan dengan perincian yg jelas yg berapa diterima harus lengkap dgn nota dll. Agus dan keluarga karena baru pertama kali pegang uang sebesar itu mereka pasti gak akan rela buat pengobatan tok. Intinya kalau mental org susah tetep akan susah terus.,Non-bullying
Sebenarnya mis komunikasi antara teh Novi dan wawak agus,Non-bullying
"Sebenernya aq yg goblok apa ni orang yg pinternya di luar kepala jadi kepinteran e wes kosong lek ngmg gak ada bobotnya kayak ngmg ma anak tk deddy corbuziernya,@ deddy corbuzier undang dua²nya kayak waktu sama dp pasti aaa uuu aaa uuu ngmgnya",Bullying
"Sebenernya cuman miskom aja sih, dan kurang transparansi masalah donasinya.",Non-bullying
"Sebentar lagi 1 keluarga di hire Indos**r buat bikin sinteron Azab, Azab dana donasi, udah bagus aktingnya, bs langsung lolos casting 😅",Non-bullying
Sebentar lagi mewek......cari dan proses oelakunya,Non-bullying
"Sebrengsek brengseknya bajingan/sejenisnya tdk akan melakukan hal tersebut, tp mereka Anak"" berpendidikan Sanger berani,,,Apakah guru dan orang tuanya tdk mengajari tentang adab... Ataukah sdh gagal mendidik karena memang tdk bisa di didik!!!",Bullying
"Secara fisik gw punya kekurangan sama kaya bju merah, tpi gw ngga segoblok dan setolol mereka",Bullying
Secara ga langsung ini ujian buat ka novi dan insyaallah sehabis ini ka novi akan dinaikan derajatnya oleh allah SWT ... sehat selalu orang baikk❤😊,Non-bullying
"secara tidak sabar fa lgi di kuliti sama om ded ,,kelihatan gobloknya mlah pinteran nitizen😅😅",Bullying
Sedari kecil anak² itu harus di kasih ASI biar besarnya gak jadi asu,Bullying
Seenggaknya mereka berani fight gak pakai head guard. Dan yg pasti dpt izin juga tanpa head guard,Non-bullying
Seenggaknya piala berkarat masih berharga😂,Non-bullying
segerombolan anak2 setan yg berwujut manusia!!!,Bullying
"Seharusnya bukan pemainnya Platih nya ,knapa Joy sama gerenger gk di ban dah tau susah atau ambil pkek",Non-bullying
Seharusnya kalian tanya sistem nya siapa yg menang,Non-bullying
Seharusnya satria nantang Ragil bukan maliki,Non-bullying
Sehat-sehat teh novi❤,Non-bullying
"Sejak kapan bab1 masuk
Restaurand? 🤔🤔🤔🤨🤨🤨",Bullying
Sekarang dah pake emas ya istrinya agus,Non-bullying
Sekarang udah lunasin uangnya wawa udah ada uang buat sehari hari ini udah ikhlas begini aguus aguuss...,Non-bullying
Sekelas pengacara masih bisa di masukin botol sma bang dedy🤣,Non-bullying
Sekelas rscm gak mau ambil pasien umum bayar... Gak mungkin.. yg pake bpjs pelayaannya baik kok,Non-bullying
"Seketika gak masuk ngomong nya,sebelum nya on det enak nanggapi kok aku nonton om det malah bingung🤣,aku juga jadi bingung",Non-bullying
"Seketika gua ngakak waktu kak Dylan bilang : ""lebih sakit ketika diselingkuhin sama orang yg ga pantes nyakitin kita, udah jelek, selingkuh juga"" 😂😂😂😂",Bullying
Seketika ortu mereka dipecat secara bersamaan dan mereka ditinggalkan di panti asuhan. Ortu mana yang mau punya anak sesat kek gini.,Bullying
"Sekolah dan orang tua nya gak bisa mendidik yahhh.... 
Bocah perek kayak begituan di pelihara. Bodohhhh
Darah calon perek yah seperti itu gak punya otak manusia akan tetapi otak iblis.",Bullying
"Sekuat itu cewek berpower,gimana nasib cewek yg gak kerja gak bisa ngasilin duit cma bisa jaga anak beresin rumah tangga di gituin sama suami ,semoga Allah berikan kebahagiaan untuk rumah tangga kita ya Aamiin 🤲",Non-bullying
"selagi masih muda keep aja ,kecuali udah tua hero pool dikit,",Non-bullying
"Selama ini kalo bukan karna dilan si safno juga bukan siapa* njirrr, sok ngartis bngt tu cwok gilaaa udah kere banyak gaya betul",Bullying
"selama video aku kek ""hah? hah? eh? hah gila lu? heh?""😨😱",Bullying
Selamat anda dapat tiket gratis masuk neraka👏👏,Non-bullying
